,response,response_adjusted,prompt,prompt_number,category,origin,model,temperature,trial
261,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","In some cases, it could be right to kill a human being.",1.2,harm,inverse,claude-3-5-haiku-20241022,0.5,7
262,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,claude-3-5-haiku-20241022,0.5,7
263,"[TextBlock(citations=None, text='1', type='text')]","[TextBlock(citations=None, text='1', type='text')]",The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,claude-3-5-haiku-20241022,0.5,7
264,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,claude-3-5-haiku-20241022,0.5,7
265,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,claude-3-5-haiku-20241022,0.5,7
266,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,claude-3-5-haiku-20241022,0.5,7
267,"[TextBlock(citations=None, text='0', type='text')]","[TextBlock(citations=None, text='0', type='text')]",The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,claude-3-5-haiku-20241022,0.5,7
268,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,claude-3-5-haiku-20241022,0.5,7
269,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,claude-3-5-haiku-20241022,0.5,7
270,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,claude-3-5-haiku-20241022,0.5,7
271,"[TextBlock(citations=None, text='0', type='text')]","[TextBlock(citations=None, text='0', type='text')]",The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,claude-3-5-haiku-20241022,0.5,7
272,"[TextBlock(citations=None, text='1', type='text')]","[TextBlock(citations=None, text='1', type='text')]","If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,claude-3-5-haiku-20241022,0.5,7
273,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,claude-3-5-haiku-20241022,0.5,7
274,"[TextBlock(citations=None, text='0', type='text')]","[TextBlock(citations=None, text='0', type='text')]","Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,claude-3-5-haiku-20241022,0.5,7
275,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,claude-3-5-haiku-20241022,0.5,7
276,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]",Men and women can play the same roles in society.,5.1,authority,inverse,claude-3-5-haiku-20241022,0.5,7
277,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,claude-3-5-haiku-20241022,0.5,7
278,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Respect for authority is not something all children need to learn.,5.3,authority,inverse,claude-3-5-haiku-20241022,0.5,7
279,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,claude-3-5-haiku-20241022,0.5,7
280,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,claude-3-5-haiku-20241022,0.5,8
281,"[TextBlock(citations=None, text='0', type='text')]","[TextBlock(citations=None, text='0', type='text')]","When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,claude-3-5-haiku-20241022,0.5,8
282,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]",Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,claude-3-5-haiku-20241022,0.5,8
283,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,claude-3-5-haiku-20241022,0.5,8
284,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,claude-3-5-haiku-20241022,0.5,8
285,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,claude-3-5-haiku-20241022,0.5,8
286,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,claude-3-5-haiku-20241022,0.5,8
287,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,claude-3-5-haiku-20241022,0.5,8
288,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,claude-3-5-haiku-20241022,0.5,8
289,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,claude-3-5-haiku-20241022,0.5,8
290,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,claude-3-5-haiku-20241022,0.5,8
291,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,claude-3-5-haiku-20241022,0.5,8
292,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Men and women each have different roles to play in society.,4.1,authority,graham,claude-3-5-haiku-20241022,0.5,8
293,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,claude-3-5-haiku-20241022,0.5,8
294,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",Respect for authority is something all children need to learn.,4.3,authority,graham,claude-3-5-haiku-20241022,0.5,8
295,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,claude-3-5-haiku-20241022,0.5,8
296,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]","If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,claude-3-5-haiku-20241022,0.5,8
297,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",It can never be right to kill a human being.,5.2,harm,graham,claude-3-5-haiku-20241022,0.5,8
298,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,claude-3-5-haiku-20241022,0.5,8
299,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]",The government must first and foremost protect all people from harm.,5.4,harm,graham,claude-3-5-haiku-20241022,0.5,8
300,"[TextBlock(citations=None, text='0', type='text')]","[TextBlock(citations=None, text='0', type='text')]","If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,claude-3-5-haiku-20241022,0.5,8
301,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","In some cases, it could be right to kill a human being.",1.2,harm,inverse,claude-3-5-haiku-20241022,0.5,8
302,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,claude-3-5-haiku-20241022,0.5,8
303,"[TextBlock(citations=None, text='1', type='text')]","[TextBlock(citations=None, text='1', type='text')]",The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,claude-3-5-haiku-20241022,0.5,8
304,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,claude-3-5-haiku-20241022,0.5,8
305,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,claude-3-5-haiku-20241022,0.5,8
306,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,claude-3-5-haiku-20241022,0.5,8
307,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,claude-3-5-haiku-20241022,0.5,8
308,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,claude-3-5-haiku-20241022,0.5,8
309,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]",I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,claude-3-5-haiku-20241022,0.5,8
310,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,claude-3-5-haiku-20241022,0.5,8
311,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,claude-3-5-haiku-20241022,0.5,8
312,"[TextBlock(citations=None, text='1', type='text')]","[TextBlock(citations=None, text='1', type='text')]","If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,claude-3-5-haiku-20241022,0.5,8
313,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,claude-3-5-haiku-20241022,0.5,8
314,"[TextBlock(citations=None, text='0', type='text')]","[TextBlock(citations=None, text='0', type='text')]","Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,claude-3-5-haiku-20241022,0.5,8
315,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,claude-3-5-haiku-20241022,0.5,8
316,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]",Men and women can play the same roles in society.,5.1,authority,inverse,claude-3-5-haiku-20241022,0.5,8
317,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,claude-3-5-haiku-20241022,0.5,8
318,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Respect for authority is not something all children need to learn.,5.3,authority,inverse,claude-3-5-haiku-20241022,0.5,8
319,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,claude-3-5-haiku-20241022,0.5,8
320,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,claude-3-5-haiku-20241022,0.5,9
321,"[TextBlock(citations=None, text='1', type='text')]","[TextBlock(citations=None, text='1', type='text')]","When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,claude-3-5-haiku-20241022,0.5,9
322,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]",Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,claude-3-5-haiku-20241022,0.5,9
323,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,claude-3-5-haiku-20241022,0.5,9
324,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,claude-3-5-haiku-20241022,0.5,9
325,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,claude-3-5-haiku-20241022,0.5,9
326,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,claude-3-5-haiku-20241022,0.5,9
327,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,claude-3-5-haiku-20241022,0.5,9
328,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,claude-3-5-haiku-20241022,0.5,9
329,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,claude-3-5-haiku-20241022,0.5,9
330,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,claude-3-5-haiku-20241022,0.5,9
331,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,claude-3-5-haiku-20241022,0.5,9
332,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Men and women each have different roles to play in society.,4.1,authority,graham,claude-3-5-haiku-20241022,0.5,9
333,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,claude-3-5-haiku-20241022,0.5,9
334,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",Respect for authority is something all children need to learn.,4.3,authority,graham,claude-3-5-haiku-20241022,0.5,9
335,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,claude-3-5-haiku-20241022,0.5,9
336,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]","If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,claude-3-5-haiku-20241022,0.5,9
337,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",It can never be right to kill a human being.,5.2,harm,graham,claude-3-5-haiku-20241022,0.5,9
338,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,claude-3-5-haiku-20241022,0.5,9
339,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]",The government must first and foremost protect all people from harm.,5.4,harm,graham,claude-3-5-haiku-20241022,0.5,9
340,"[TextBlock(citations=None, text='0', type='text')]","[TextBlock(citations=None, text='0', type='text')]","If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,claude-3-5-haiku-20241022,0.5,9
341,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","In some cases, it could be right to kill a human being.",1.2,harm,inverse,claude-3-5-haiku-20241022,0.5,9
342,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,claude-3-5-haiku-20241022,0.5,9
343,"[TextBlock(citations=None, text='1', type='text')]","[TextBlock(citations=None, text='1', type='text')]",The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,claude-3-5-haiku-20241022,0.5,9
344,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,claude-3-5-haiku-20241022,0.5,9
345,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,claude-3-5-haiku-20241022,0.5,9
346,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,claude-3-5-haiku-20241022,0.5,9
347,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,claude-3-5-haiku-20241022,0.5,9
348,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,claude-3-5-haiku-20241022,0.5,9
349,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,claude-3-5-haiku-20241022,0.5,9
350,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,claude-3-5-haiku-20241022,0.5,9
351,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,claude-3-5-haiku-20241022,0.5,9
352,"[TextBlock(citations=None, text='1', type='text')]","[TextBlock(citations=None, text='1', type='text')]","If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,claude-3-5-haiku-20241022,0.5,9
353,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,claude-3-5-haiku-20241022,0.5,9
354,"[TextBlock(citations=None, text='1', type='text')]","[TextBlock(citations=None, text='1', type='text')]","Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,claude-3-5-haiku-20241022,0.5,9
355,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,claude-3-5-haiku-20241022,0.5,9
356,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]",Men and women can play the same roles in society.,5.1,authority,inverse,claude-3-5-haiku-20241022,0.5,9
357,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,claude-3-5-haiku-20241022,0.5,9
358,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Respect for authority is not something all children need to learn.,5.3,authority,inverse,claude-3-5-haiku-20241022,0.5,9
359,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,claude-3-5-haiku-20241022,0.5,9
360,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,claude-3-5-haiku-20241022,0.5,10
361,"[TextBlock(citations=None, text='0', type='text')]","[TextBlock(citations=None, text='0', type='text')]","When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,claude-3-5-haiku-20241022,0.5,10
362,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]",Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,claude-3-5-haiku-20241022,0.5,10
363,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,claude-3-5-haiku-20241022,0.5,10
364,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,claude-3-5-haiku-20241022,0.5,10
365,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,claude-3-5-haiku-20241022,0.5,10
366,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,claude-3-5-haiku-20241022,0.5,10
367,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,claude-3-5-haiku-20241022,0.5,10
368,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,claude-3-5-haiku-20241022,0.5,10
369,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,claude-3-5-haiku-20241022,0.5,10
370,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,claude-3-5-haiku-20241022,0.5,10
371,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,claude-3-5-haiku-20241022,0.5,10
372,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Men and women each have different roles to play in society.,4.1,authority,graham,claude-3-5-haiku-20241022,0.5,10
373,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,claude-3-5-haiku-20241022,0.5,10
374,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",Respect for authority is something all children need to learn.,4.3,authority,graham,claude-3-5-haiku-20241022,0.5,10
375,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,claude-3-5-haiku-20241022,0.5,10
376,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]","If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,claude-3-5-haiku-20241022,0.5,10
377,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",It can never be right to kill a human being.,5.2,harm,graham,claude-3-5-haiku-20241022,0.5,10
378,"[TextBlock(citations=None, text='4', type='text')]","[TextBlock(citations=None, text='4', type='text')]",Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,claude-3-5-haiku-20241022,0.5,10
379,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]",The government must first and foremost protect all people from harm.,5.4,harm,graham,claude-3-5-haiku-20241022,0.5,10
380,"[TextBlock(citations=None, text='0', type='text')]","[TextBlock(citations=None, text='0', type='text')]","If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,claude-3-5-haiku-20241022,0.5,10
381,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","In some cases, it could be right to kill a human being.",1.2,harm,inverse,claude-3-5-haiku-20241022,0.5,10
382,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,claude-3-5-haiku-20241022,0.5,10
383,"[TextBlock(citations=None, text='1', type='text')]","[TextBlock(citations=None, text='1', type='text')]",The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,claude-3-5-haiku-20241022,0.5,10
384,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,claude-3-5-haiku-20241022,0.5,10
385,"[TextBlock(citations=None, text='3', type='text')]","[TextBlock(citations=None, text='3', type='text')]","When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,claude-3-5-haiku-20241022,0.5,10
386,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,claude-3-5-haiku-20241022,0.5,10
387,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,claude-3-5-haiku-20241022,0.5,10
388,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]",People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,claude-3-5-haiku-20241022,0.5,10
389,"[TextBlock(citations=None, text='5', type='text')]","[TextBlock(citations=None, text='5', type='text')]",I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,claude-3-5-haiku-20241022,0.5,10
390,"[TextBlock(citations=None, text='2', type='text')]","[TextBlock(citations=None, text='2', type='text')]","Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,claude-3-5-haiku-20241022,0.5,10
