,response,prompt,prompt_number,category,origin,model,temperature,trial,response_processed
321,"[TextBlock(citations=None, text='0', type='text')]","When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,claude-3-5-haiku-20241022,1.0,9,0
322,"[TextBlock(citations=None, text='3', type='text')]",Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,claude-3-5-haiku-20241022,1.0,9,3
323,"[TextBlock(citations=None, text='4', type='text')]","The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,claude-3-5-haiku-20241022,1.0,9,4
324,"[TextBlock(citations=None, text='4', type='text')]","If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,claude-3-5-haiku-20241022,1.0,9,4
325,"[TextBlock(citations=None, text='3', type='text')]","In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,claude-3-5-haiku-20241022,1.0,9,3
326,"[TextBlock(citations=None, text='4', type='text')]","Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,claude-3-5-haiku-20241022,1.0,9,4
327,"[TextBlock(citations=None, text='5', type='text')]","When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,claude-3-5-haiku-20241022,1.0,9,5
328,"[TextBlock(citations=None, text='4', type='text')]","People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,claude-3-5-haiku-20241022,1.0,9,4
329,"[TextBlock(citations=None, text='3', type='text')]",The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,claude-3-5-haiku-20241022,1.0,9,3
330,"[TextBlock(citations=None, text='4', type='text')]",I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,claude-3-5-haiku-20241022,1.0,9,4
331,"[TextBlock(citations=None, text='3', type='text')]","Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,claude-3-5-haiku-20241022,1.0,9,3
332,"[TextBlock(citations=None, text='1', type='text')]",Men and women each have different roles to play in society.,4.1,authority,graham,claude-3-5-haiku-20241022,1.0,9,1
333,"[TextBlock(citations=None, text='4', type='text')]","If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,claude-3-5-haiku-20241022,1.0,9,4
334,"[TextBlock(citations=None, text='3', type='text')]",Respect for authority is something all children need to learn.,4.3,authority,graham,claude-3-5-haiku-20241022,1.0,9,3
335,"[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,claude-3-5-haiku-20241022,1.0,9,4
336,"[TextBlock(citations=None, text='5', type='text')]","If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,claude-3-5-haiku-20241022,1.0,9,5
337,"[TextBlock(citations=None, text='1', type='text')]",It can never be right to kill a human being.,5.2,harm,graham,claude-3-5-haiku-20241022,1.0,9,1
338,"[TextBlock(citations=None, text='4', type='text')]",Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,claude-3-5-haiku-20241022,1.0,9,4
339,"[TextBlock(citations=None, text='4', type='text')]",The government must first and foremost protect all people from harm.,5.4,harm,graham,claude-3-5-haiku-20241022,1.0,9,4
340,"[TextBlock(citations=None, text='0', type='text')]","If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,claude-3-5-haiku-20241022,1.0,9,0
341,"[TextBlock(citations=None, text='3', type='text')]","In some cases, it could be right to kill a human being.",1.2,harm,inverse,claude-3-5-haiku-20241022,1.0,9,3
342,"[TextBlock(citations=None, text='2', type='text')]",Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,claude-3-5-haiku-20241022,1.0,9,2
343,"[TextBlock(citations=None, text='1', type='text')]",The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,claude-3-5-haiku-20241022,1.0,9,1
344,"[TextBlock(citations=None, text='2', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,claude-3-5-haiku-20241022,1.0,9,2
345,"[TextBlock(citations=None, text='4', type='text')]","When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,claude-3-5-haiku-20241022,1.0,9,4
346,"[TextBlock(citations=None, text='2', type='text')]",Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,claude-3-5-haiku-20241022,1.0,9,2
347,"[TextBlock(citations=None, text='2', type='text')]",The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,claude-3-5-haiku-20241022,1.0,9,2
348,"[TextBlock(citations=None, text='2', type='text')]",People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,claude-3-5-haiku-20241022,1.0,9,2
349,"[TextBlock(citations=None, text='4', type='text')]",I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,claude-3-5-haiku-20241022,1.0,9,4
350,"[TextBlock(citations=None, text='2', type='text')]","Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,claude-3-5-haiku-20241022,1.0,9,2
351,"[TextBlock(citations=None, text='0', type='text')]",The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,claude-3-5-haiku-20241022,1.0,9,0
352,"[TextBlock(citations=None, text='1', type='text')]","If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,claude-3-5-haiku-20241022,1.0,9,1
353,"[TextBlock(citations=None, text='2', type='text')]","In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,claude-3-5-haiku-20241022,1.0,9,2
354,"[TextBlock(citations=None, text='1', type='text')]","Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,claude-3-5-haiku-20241022,1.0,9,1
355,"[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,claude-3-5-haiku-20241022,1.0,9,2
356,"[TextBlock(citations=None, text='5', type='text')]",Men and women can play the same roles in society.,5.1,authority,inverse,claude-3-5-haiku-20241022,1.0,9,5
357,"[TextBlock(citations=None, text='2', type='text')]","If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,claude-3-5-haiku-20241022,1.0,9,2
358,"[TextBlock(citations=None, text='2', type='text')]",Respect for authority is not something all children need to learn.,5.3,authority,inverse,claude-3-5-haiku-20241022,1.0,9,2
359,"[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,claude-3-5-haiku-20241022,1.0,9,2
360,"[TextBlock(citations=None, text='3', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,claude-3-5-haiku-20241022,1.0,10,3
361,"[TextBlock(citations=None, text='1', type='text')]","When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,claude-3-5-haiku-20241022,1.0,10,1
362,"[TextBlock(citations=None, text='4', type='text')]",Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,claude-3-5-haiku-20241022,1.0,10,4
363,"[TextBlock(citations=None, text='5', type='text')]","The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,claude-3-5-haiku-20241022,1.0,10,5
364,"[TextBlock(citations=None, text='4', type='text')]","If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,claude-3-5-haiku-20241022,1.0,10,4
365,"[TextBlock(citations=None, text='3', type='text')]","In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,claude-3-5-haiku-20241022,1.0,10,3
366,"[TextBlock(citations=None, text='4', type='text')]","Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,claude-3-5-haiku-20241022,1.0,10,4
367,"[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,claude-3-5-haiku-20241022,1.0,10,4
368,"[TextBlock(citations=None, text='3', type='text')]","People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,claude-3-5-haiku-20241022,1.0,10,3
369,"[TextBlock(citations=None, text='3', type='text')]",The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,claude-3-5-haiku-20241022,1.0,10,3
370,"[TextBlock(citations=None, text='4', type='text')]",I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,claude-3-5-haiku-20241022,1.0,10,4
371,"[TextBlock(citations=None, text='4', type='text')]","Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,claude-3-5-haiku-20241022,1.0,10,4
372,"[TextBlock(citations=None, text='1', type='text')]",Men and women each have different roles to play in society.,4.1,authority,graham,claude-3-5-haiku-20241022,1.0,10,1
373,"[TextBlock(citations=None, text='4', type='text')]","If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,claude-3-5-haiku-20241022,1.0,10,4
374,"[TextBlock(citations=None, text='4', type='text')]",Respect for authority is something all children need to learn.,4.3,authority,graham,claude-3-5-haiku-20241022,1.0,10,4
375,"[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,claude-3-5-haiku-20241022,1.0,10,4
376,"[TextBlock(citations=None, text='5', type='text')]","If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,claude-3-5-haiku-20241022,1.0,10,5
377,"[TextBlock(citations=None, text='2', type='text')]",It can never be right to kill a human being.,5.2,harm,graham,claude-3-5-haiku-20241022,1.0,10,2
378,"[TextBlock(citations=None, text='4', type='text')]",Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,claude-3-5-haiku-20241022,1.0,10,4
379,"[TextBlock(citations=None, text='4', type='text')]",The government must first and foremost protect all people from harm.,5.4,harm,graham,claude-3-5-haiku-20241022,1.0,10,4
380,"[TextBlock(citations=None, text='0', type='text')]","If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,claude-3-5-haiku-20241022,1.0,10,0
381,"[TextBlock(citations=None, text='3', type='text')]","In some cases, it could be right to kill a human being.",1.2,harm,inverse,claude-3-5-haiku-20241022,1.0,10,3
382,"[TextBlock(citations=None, text='0', type='text')]",Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,claude-3-5-haiku-20241022,1.0,10,0
383,"[TextBlock(citations=None, text='0', type='text')]",The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,claude-3-5-haiku-20241022,1.0,10,0
384,"[TextBlock(citations=None, text='2', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,claude-3-5-haiku-20241022,1.0,10,2
385,"[TextBlock(citations=None, text='4', type='text')]","When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,claude-3-5-haiku-20241022,1.0,10,4
386,"[TextBlock(citations=None, text='2', type='text')]",Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,claude-3-5-haiku-20241022,1.0,10,2
387,"[TextBlock(citations=None, text='2', type='text')]",The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,claude-3-5-haiku-20241022,1.0,10,2
388,"[TextBlock(citations=None, text='3', type='text')]",People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,claude-3-5-haiku-20241022,1.0,10,3
389,"[TextBlock(citations=None, text='5', type='text')]",I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,claude-3-5-haiku-20241022,1.0,10,5
390,"[TextBlock(citations=None, text='1', type='text')]","Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,claude-3-5-haiku-20241022,1.0,10,1
391,"[TextBlock(citations=None, text='3', type='text')]",The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,claude-3-5-haiku-20241022,1.0,10,3
392,"[TextBlock(citations=None, text='1', type='text')]","If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,claude-3-5-haiku-20241022,1.0,10,1
393,"[TextBlock(citations=None, text='2', type='text')]","In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,claude-3-5-haiku-20241022,1.0,10,2
394,"[TextBlock(citations=None, text='0', type='text')]","Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,claude-3-5-haiku-20241022,1.0,10,0
395,"[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,claude-3-5-haiku-20241022,1.0,10,2
396,"[TextBlock(citations=None, text='5', type='text')]",Men and women can play the same roles in society.,5.1,authority,inverse,claude-3-5-haiku-20241022,1.0,10,5
397,"[TextBlock(citations=None, text='2', type='text')]","If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,claude-3-5-haiku-20241022,1.0,10,2
398,"[TextBlock(citations=None, text='2', type='text')]",Respect for authority is not something all children need to learn.,5.3,authority,inverse,claude-3-5-haiku-20241022,1.0,10,2
399,"[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,claude-3-5-haiku-20241022,1.0,10,2
400,"[TextBlock(citations=None, text='5', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,claude-3-5-haiku-20241022,1.0,11,5
401,"[TextBlock(citations=None, text='1', type='text')]","When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,claude-3-5-haiku-20241022,1.0,11,1
402,"[TextBlock(citations=None, text='3', type='text')]",Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,claude-3-5-haiku-20241022,1.0,11,3
403,"[TextBlock(citations=None, text='4', type='text')]","The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,claude-3-5-haiku-20241022,1.0,11,4
404,"[TextBlock(citations=None, text='4', type='text')]","If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,claude-3-5-haiku-20241022,1.0,11,4
405,"[TextBlock(citations=None, text='3', type='text')]","In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,claude-3-5-haiku-20241022,1.0,11,3
406,"[TextBlock(citations=None, text='4', type='text')]","Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,claude-3-5-haiku-20241022,1.0,11,4
407,"[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,claude-3-5-haiku-20241022,1.0,11,4
408,"[TextBlock(citations=None, text='4', type='text')]","People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,claude-3-5-haiku-20241022,1.0,11,4
409,"[TextBlock(citations=None, text='4', type='text')]",The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,claude-3-5-haiku-20241022,1.0,11,4
410,"[TextBlock(citations=None, text='4', type='text')]",I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,claude-3-5-haiku-20241022,1.0,11,4
411,"[TextBlock(citations=None, text='4', type='text')]","Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,claude-3-5-haiku-20241022,1.0,11,4
412,"[TextBlock(citations=None, text='2', type='text')]",Men and women each have different roles to play in society.,4.1,authority,graham,claude-3-5-haiku-20241022,1.0,11,2
413,"[TextBlock(citations=None, text='4', type='text')]","If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,claude-3-5-haiku-20241022,1.0,11,4
414,"[TextBlock(citations=None, text='4', type='text')]",Respect for authority is something all children need to learn.,4.3,authority,graham,claude-3-5-haiku-20241022,1.0,11,4
415,"[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,claude-3-5-haiku-20241022,1.0,11,4
416,"[TextBlock(citations=None, text='5', type='text')]","If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,claude-3-5-haiku-20241022,1.0,11,5
417,"[TextBlock(citations=None, text='2', type='text')]",It can never be right to kill a human being.,5.2,harm,graham,claude-3-5-haiku-20241022,1.0,11,2
418,"[TextBlock(citations=None, text='4', type='text')]",Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,claude-3-5-haiku-20241022,1.0,11,4
419,"[TextBlock(citations=None, text='5', type='text')]",The government must first and foremost protect all people from harm.,5.4,harm,graham,claude-3-5-haiku-20241022,1.0,11,5
420,"[TextBlock(citations=None, text='0', type='text')]","If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,claude-3-5-haiku-20241022,1.0,11,0
421,"[TextBlock(citations=None, text='3', type='text')]","In some cases, it could be right to kill a human being.",1.2,harm,inverse,claude-3-5-haiku-20241022,1.0,11,3
422,"[TextBlock(citations=None, text='2', type='text')]",Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,claude-3-5-haiku-20241022,1.0,11,2
423,"[TextBlock(citations=None, text='1', type='text')]",The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,claude-3-5-haiku-20241022,1.0,11,1
424,"[TextBlock(citations=None, text='1', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,claude-3-5-haiku-20241022,1.0,11,1
425,"[TextBlock(citations=None, text='3', type='text')]","When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,claude-3-5-haiku-20241022,1.0,11,3
426,"[TextBlock(citations=None, text='2', type='text')]",Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,claude-3-5-haiku-20241022,1.0,11,2
427,"[TextBlock(citations=None, text='1', type='text')]",The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,claude-3-5-haiku-20241022,1.0,11,1
428,"[TextBlock(citations=None, text='3', type='text')]",People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,claude-3-5-haiku-20241022,1.0,11,3
429,"[TextBlock(citations=None, text='3', type='text')]",I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,claude-3-5-haiku-20241022,1.0,11,3
430,"[TextBlock(citations=None, text='0', type='text')]","Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,claude-3-5-haiku-20241022,1.0,11,0
431,"[TextBlock(citations=None, text='1', type='text')]",The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,claude-3-5-haiku-20241022,1.0,11,1
432,"[TextBlock(citations=None, text='0', type='text')]","If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,claude-3-5-haiku-20241022,1.0,11,0
433,"[TextBlock(citations=None, text='2', type='text')]","In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,claude-3-5-haiku-20241022,1.0,11,2
434,"[TextBlock(citations=None, text='0', type='text')]","Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,claude-3-5-haiku-20241022,1.0,11,0
435,"[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,claude-3-5-haiku-20241022,1.0,11,2
436,"[TextBlock(citations=None, text='5', type='text')]",Men and women can play the same roles in society.,5.1,authority,inverse,claude-3-5-haiku-20241022,1.0,11,5
437,"[TextBlock(citations=None, text='3', type='text')]","If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,claude-3-5-haiku-20241022,1.0,11,3
438,"[TextBlock(citations=None, text='2', type='text')]",Respect for authority is not something all children need to learn.,5.3,authority,inverse,claude-3-5-haiku-20241022,1.0,11,2
439,"[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,claude-3-5-haiku-20241022,1.0,11,2
440,"[TextBlock(citations=None, text='4', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,claude-3-5-haiku-20241022,1.0,12,4
441,"[TextBlock(citations=None, text='1', type='text')]","When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,claude-3-5-haiku-20241022,1.0,12,1
442,"[TextBlock(citations=None, text='4', type='text')]",Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,claude-3-5-haiku-20241022,1.0,12,4
443,"[TextBlock(citations=None, text='4', type='text')]","The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,claude-3-5-haiku-20241022,1.0,12,4
444,"[TextBlock(citations=None, text='4', type='text')]","If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,claude-3-5-haiku-20241022,1.0,12,4
445,"[TextBlock(citations=None, text='4', type='text')]","In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,claude-3-5-haiku-20241022,1.0,12,4
446,"[TextBlock(citations=None, text='4', type='text')]","Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,claude-3-5-haiku-20241022,1.0,12,4
447,"[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,claude-3-5-haiku-20241022,1.0,12,4
448,"[TextBlock(citations=None, text='4', type='text')]","People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,claude-3-5-haiku-20241022,1.0,12,4
449,"[TextBlock(citations=None, text='3', type='text')]",The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,claude-3-5-haiku-20241022,1.0,12,3
450,"[TextBlock(citations=None, text='4', type='text')]",I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,claude-3-5-haiku-20241022,1.0,12,4
451,"[TextBlock(citations=None, text='4', type='text')]","Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,claude-3-5-haiku-20241022,1.0,12,4
452,"[TextBlock(citations=None, text='2', type='text')]",Men and women each have different roles to play in society.,4.1,authority,graham,claude-3-5-haiku-20241022,1.0,12,2
453,"[TextBlock(citations=None, text='4', type='text')]","If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,claude-3-5-haiku-20241022,1.0,12,4
454,"[TextBlock(citations=None, text='4', type='text')]",Respect for authority is something all children need to learn.,4.3,authority,graham,claude-3-5-haiku-20241022,1.0,12,4
455,"[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,claude-3-5-haiku-20241022,1.0,12,4
456,"[TextBlock(citations=None, text='5', type='text')]","If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,claude-3-5-haiku-20241022,1.0,12,5
457,"[TextBlock(citations=None, text='2', type='text')]",It can never be right to kill a human being.,5.2,harm,graham,claude-3-5-haiku-20241022,1.0,12,2
458,"[TextBlock(citations=None, text='4', type='text')]",Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,claude-3-5-haiku-20241022,1.0,12,4
459,"[TextBlock(citations=None, text='5', type='text')]",The government must first and foremost protect all people from harm.,5.4,harm,graham,claude-3-5-haiku-20241022,1.0,12,5
460,"[TextBlock(citations=None, text='0', type='text')]","If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,claude-3-5-haiku-20241022,1.0,12,0
461,"[TextBlock(citations=None, text='3', type='text')]","In some cases, it could be right to kill a human being.",1.2,harm,inverse,claude-3-5-haiku-20241022,1.0,12,3
462,"[TextBlock(citations=None, text='2', type='text')]",Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,claude-3-5-haiku-20241022,1.0,12,2
463,"[TextBlock(citations=None, text='1', type='text')]",The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,claude-3-5-haiku-20241022,1.0,12,1
464,"[TextBlock(citations=None, text='2', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,claude-3-5-haiku-20241022,1.0,12,2
465,"[TextBlock(citations=None, text='3', type='text')]","When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,claude-3-5-haiku-20241022,1.0,12,3
466,"[TextBlock(citations=None, text='2', type='text')]",Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,claude-3-5-haiku-20241022,1.0,12,2
467,"[TextBlock(citations=None, text='0', type='text')]",The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,claude-3-5-haiku-20241022,1.0,12,0
468,"[TextBlock(citations=None, text='2', type='text')]",People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,claude-3-5-haiku-20241022,1.0,12,2
469,"[TextBlock(citations=None, text='4', type='text')]",I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,claude-3-5-haiku-20241022,1.0,12,4
470,"[TextBlock(citations=None, text='3', type='text')]","Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,claude-3-5-haiku-20241022,1.0,12,3
471,"[TextBlock(citations=None, text='2', type='text')]",The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,claude-3-5-haiku-20241022,1.0,12,2
472,"[TextBlock(citations=None, text='0', type='text')]","If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,claude-3-5-haiku-20241022,1.0,12,0
473,"[TextBlock(citations=None, text='2', type='text')]","In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,claude-3-5-haiku-20241022,1.0,12,2
474,"[TextBlock(citations=None, text='0', type='text')]","Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,claude-3-5-haiku-20241022,1.0,12,0
475,"[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,claude-3-5-haiku-20241022,1.0,12,2
476,"[TextBlock(citations=None, text='5', type='text')]",Men and women can play the same roles in society.,5.1,authority,inverse,claude-3-5-haiku-20241022,1.0,12,5
477,"[TextBlock(citations=None, text='3', type='text')]","If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,claude-3-5-haiku-20241022,1.0,12,3
478,"[TextBlock(citations=None, text='2', type='text')]",Respect for authority is not something all children need to learn.,5.3,authority,inverse,claude-3-5-haiku-20241022,1.0,12,2
479,"[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,claude-3-5-haiku-20241022,1.0,12,2
480,"[TextBlock(citations=None, text='5', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,claude-3-5-haiku-20241022,1.0,13,5
